{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Connected', 'Name': 'Morgan Gilmore', 'User Name': 'solomonvictoria', 'MAC Address': '44:72:7d:22:85:e2', 'IP Address': '160.141.124.75', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -80, 'Best RSSI (dBm)': -52, 'Uplink Data': 226982, 'Downlink Data': 362976, 'Avg. data rate': 416, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 1, 58, 50, 741446), 'First Detected At': datetime.datetime(2024, 1, 4, 15, 24, 4, 29415), 'Location': 'Beckertown', 'Sticky': False, 'Tag': 'anything'}
{'Device Status': 'Failed', 'Name': 'Charles Mccormick', 'User Name': 'valerie10', 'MAC Address': '99:e7:15:4b:35:90', 'IP Address': '62.146.142.36', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -63, 'Best RSSI (dBm)': -88, 'Uplink Data': 736408, 'Downlink Data': 692893, 'Avg. data rate': 38, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 9, 57, 23, 90864), 'First Detected At': datetime.datetime(2024, 1, 16, 19, 12, 23, 372625), 'Location': 'Saraberg', 'Sticky': True, 'Tag': 'thousand'}
{'Device Status': 'Connected', 'Name': 'Jennifer Thomas', 'User Name': 'georgeshah', 'MAC Address': '8a:c8:fe:88:18:8a', 'IP Address': '51.236.24.5', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -38, 'Best RSSI (dBm)': -49, 'Uplink Data': 598840, 'Downlink Data': 219112, 'Avg. data rate': 195, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 0, 38, 24, 362165), 'First Detected At': datetime.datetime(2024, 1, 20, 16, 5, 7, 365071), 'Location': 'Heidishire', 'Sticky': False, 'Tag': 'he'}
{'Device Status': 'Failed', 'Name': 'David Moore', 'User Name': 'xsmith', 'MAC Address': 'cd:b0:dd:2a:77:3d', 'IP Address': '44.87.152.251', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -68, 'Best RSSI (dBm)': -77, 'Uplink Data': 984602, 'Downlink Data': 269624, 'Avg. data rate': 822, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 18, 23, 18, 400986), 'First Detected At': datetime.datetime(2024, 1, 25, 7, 59, 57, 629577), 'Location': 'Johnsonberg', 'Sticky': False, 'Tag': 'left'}
{'Device Status': 'Connected', 'Name': 'Paul Fisher', 'User Name': 'lrobinson', 'MAC Address': 'b7:01:fe:ba:f2:e7', 'IP Address': '76.105.147.73', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -81, 'Best RSSI (dBm)': -59, 'Uplink Data': 377687, 'Downlink Data': 133413, 'Avg. data rate': 683, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 9, 8, 37, 506728), 'First Detected At': datetime.datetime(2024, 1, 9, 4, 29, 21, 9469), 'Location': 'Thomashaven', 'Sticky': False, 'Tag': 'put'}
{'Device Status': 'Failed', 'Name': 'Gary Erickson', 'User Name': 'bnelson', 'MAC Address': 'ba:f4:8a:69:8e:fe', 'IP Address': '1.69.34.51', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -43, 'Best RSSI (dBm)': -30, 'Uplink Data': 935634, 'Downlink Data': 981713, 'Avg. data rate': 631, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 2, 20, 46, 783370), 'First Detected At': datetime.datetime(2024, 1, 13, 23, 36, 37, 225029), 'Location': 'Lake Scottfort', 'Sticky': True, 'Tag': 'well'}
{'Device Status': 'Connected', 'Name': 'Sheri Strickland', 'User Name': 'donaldlewis', 'MAC Address': '74:62:ee:7e:0c:e7', 'IP Address': '209.139.203.228', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -78, 'Best RSSI (dBm)': -90, 'Uplink Data': 593861, 'Downlink Data': 893671, 'Avg. data rate': 537, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 3, 23, 32, 931094), 'First Detected At': datetime.datetime(2024, 1, 21, 12, 14, 42, 955661), 'Location': 'West Michelleville', 'Sticky': False, 'Tag': 'front'}
{'Device Status': 'Connected', 'Name': 'Willie Baker', 'User Name': 'justin31', 'MAC Address': 'fb:d4:7a:45:16:d1', 'IP Address': '182.76.108.250', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -95, 'Best RSSI (dBm)': -53, 'Uplink Data': 986113, 'Downlink Data': 6655, 'Avg. data rate': 652, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 17, 18, 58, 721204), 'First Detected At': datetime.datetime(2024, 1, 27, 7, 27, 20, 197115), 'Location': 'Amberville', 'Sticky': True, 'Tag': 'wonder'}
{'Device Status': 'Connected', 'Name': 'Erika Cole', 'User Name': 'haroldfuller', 'MAC Address': '5c:78:ce:3b:d4:c1', 'IP Address': '214.126.139.106', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -90, 'Best RSSI (dBm)': -94, 'Uplink Data': 275482, 'Downlink Data': 623574, 'Avg. data rate': 317, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 3, 9, 28, 241313), 'First Detected At': datetime.datetime(2024, 1, 8, 5, 58, 13, 404579), 'Location': 'West Samantha', 'Sticky': False, 'Tag': 'water'}
{'Device Status': 'Connected', 'Name': 'Steven Edwards', 'User Name': 'lancemoore', 'MAC Address': '12:8e:b9:b1:47:3e', 'IP Address': '134.83.74.147', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -63, 'Best RSSI (dBm)': -49, 'Uplink Data': 577534, 'Downlink Data': 734053, 'Avg. data rate': 942, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 16, 1, 48, 110070), 'First Detected At': datetime.datetime(2024, 1, 13, 2, 44, 54, 703877), 'Location': 'Smithstad', 'Sticky': True, 'Tag': 'since'}
{'Device Status': 'Failed', 'Name': 'Stefanie Harvey', 'User Name': 'newmanmonica', 'MAC Address': '3f:71:de:74:c3:79', 'IP Address': '65.214.13.161', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -89, 'Best RSSI (dBm)': -39, 'Uplink Data': 500595, 'Downlink Data': 383668, 'Avg. data rate': 636, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 3, 52, 26, 348788), 'First Detected At': datetime.datetime(2024, 1, 22, 23, 9, 46, 396333), 'Location': 'New Danielhaven', 'Sticky': True, 'Tag': 'say'}
{'Device Status': 'Connected', 'Name': 'Grace Thomas', 'User Name': 'louisdickerson', 'MAC Address': '10:27:1a:d1:f6:47', 'IP Address': '140.141.28.133', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -74, 'Best RSSI (dBm)': -64, 'Uplink Data': 961635, 'Downlink Data': 150035, 'Avg. data rate': 150, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 18, 30, 36, 415916), 'First Detected At': datetime.datetime(2024, 1, 11, 13, 49, 59, 39993), 'Location': 'Wilsonland', 'Sticky': False, 'Tag': 'floor'}
{'Device Status': 'Failed', 'Name': 'Jason Patel', 'User Name': 'youngstephen', 'MAC Address': '3f:e4:26:c5:ab:9c', 'IP Address': '106.198.16.231', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -65, 'Best RSSI (dBm)': -51, 'Uplink Data': 531310, 'Downlink Data': 519042, 'Avg. data rate': 559, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 14, 2, 16, 658871), 'First Detected At': datetime.datetime(2024, 1, 20, 7, 46, 38, 691993), 'Location': 'Bushberg', 'Sticky': True, 'Tag': 'agree'}
{'Device Status': 'Failed', 'Name': 'Lori Glenn', 'User Name': 'hrobbins', 'MAC Address': '49:53:6a:a8:8c:55', 'IP Address': '157.230.8.242', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -66, 'Uplink Data': 40027, 'Downlink Data': 510889, 'Avg. data rate': 796, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 23, 39, 42, 808206), 'First Detected At': datetime.datetime(2024, 2, 6, 22, 29, 11, 635579), 'Location': 'Lopezland', 'Sticky': False, 'Tag': 'determine'}
{'Device Status': 'Failed', 'Name': 'Jennifer Mckenzie', 'User Name': 'scottvaughn', 'MAC Address': '8f:8f:e8:79:8c:a8', 'IP Address': '119.92.175.22', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -93, 'Best RSSI (dBm)': -38, 'Uplink Data': 378880, 'Downlink Data': 927613, 'Avg. data rate': 327, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 4, 42, 49, 384277), 'First Detected At': datetime.datetime(2024, 1, 21, 4, 27, 30, 434690), 'Location': 'Kristenview', 'Sticky': True, 'Tag': 'whose'}
{'Device Status': 'Failed', 'Name': 'Pamela Williams', 'User Name': 'irice', 'MAC Address': '63:8e:5b:75:48:56', 'IP Address': '183.109.122.131', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -55, 'Best RSSI (dBm)': -50, 'Uplink Data': 336499, 'Downlink Data': 662500, 'Avg. data rate': 181, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 6, 9, 38, 597061), 'First Detected At': datetime.datetime(2024, 1, 3, 8, 6, 22, 886071), 'Location': 'Paulfort', 'Sticky': True, 'Tag': 'center'}
{'Device Status': 'Failed', 'Name': 'Jill Guzman', 'User Name': 'thompsondavid', 'MAC Address': 'be:e2:e0:63:9d:6e', 'IP Address': '102.167.211.6', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -99, 'Uplink Data': 78058, 'Downlink Data': 195716, 'Avg. data rate': 446, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 13, 24, 42, 263711), 'First Detected At': datetime.datetime(2024, 1, 21, 13, 16, 57, 546194), 'Location': 'New Charles', 'Sticky': True, 'Tag': 'growth'}
{'Device Status': 'Failed', 'Name': 'Emily Evans', 'User Name': 'slopez', 'MAC Address': '26:80:2d:5d:32:3e', 'IP Address': '140.156.85.115', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -55, 'Uplink Data': 152839, 'Downlink Data': 416615, 'Avg. data rate': 879, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 9, 14, 13, 794901), 'First Detected At': datetime.datetime(2024, 1, 7, 16, 57, 57, 312961), 'Location': 'Moramouth', 'Sticky': False, 'Tag': 'six'}
{'Device Status': 'Failed', 'Name': 'Rick Thomas', 'User Name': 'kristina50', 'MAC Address': '30:73:d3:d7:57:32', 'IP Address': '98.254.226.62', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -57, 'Uplink Data': 364961, 'Downlink Data': 180313, 'Avg. data rate': 983, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 15, 9, 25, 510006), 'First Detected At': datetime.datetime(2024, 2, 5, 6, 58, 3, 730767), 'Location': 'Emilyview', 'Sticky': True, 'Tag': 'environmental'}
{'Device Status': 'Connected', 'Name': 'Jacob Burns', 'User Name': 'pennygoodman', 'MAC Address': '97:0f:5c:a3:eb:18', 'IP Address': '97.250.218.210', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -69, 'Best RSSI (dBm)': -45, 'Uplink Data': 487015, 'Downlink Data': 874172, 'Avg. data rate': 757, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 6, 1, 6, 558652), 'First Detected At': datetime.datetime(2024, 1, 15, 3, 25, 48, 276452), 'Location': 'Hendersonport', 'Sticky': True, 'Tag': 'writer'}
{'Device Status': 'Connected', 'Name': 'Ashley Weber', 'User Name': 'michael59', 'MAC Address': '0c:13:f6:78:7b:4d', 'IP Address': '163.237.177.115', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -98, 'Best RSSI (dBm)': -40, 'Uplink Data': 717255, 'Downlink Data': 307086, 'Avg. data rate': 553, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 0, 45, 36, 768749), 'First Detected At': datetime.datetime(2024, 1, 27, 8, 20, 54, 285904), 'Location': 'Johnsonside', 'Sticky': False, 'Tag': 'imagine'}
{'Device Status': 'Connected', 'Name': 'Destiny Dunn', 'User Name': 'mnelson', 'MAC Address': 'cd:88:af:25:0f:83', 'IP Address': '58.65.175.113', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -49, 'Best RSSI (dBm)': -63, 'Uplink Data': 10350, 'Downlink Data': 465924, 'Avg. data rate': 60, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 8, 53, 36, 238605), 'First Detected At': datetime.datetime(2024, 2, 6, 2, 34, 31, 284332), 'Location': 'Jeremiahstad', 'Sticky': True, 'Tag': 'close'}
{'Device Status': 'Failed', 'Name': 'Stephanie Johnson', 'User Name': 'crystal13', 'MAC Address': 'c6:9f:bc:d9:db:51', 'IP Address': '98.92.58.235', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -62, 'Best RSSI (dBm)': -71, 'Uplink Data': 518148, 'Downlink Data': 245117, 'Avg. data rate': 353, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 23, 33, 3, 743019), 'First Detected At': datetime.datetime(2024, 1, 22, 11, 5, 5, 733732), 'Location': 'Parkston', 'Sticky': True, 'Tag': 'company'}
{'Device Status': 'Connected', 'Name': 'Brooke Jones', 'User Name': 'melissaallen', 'MAC Address': '53:79:f2:c2:c0:5b', 'IP Address': '210.200.29.241', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -64, 'Best RSSI (dBm)': -56, 'Uplink Data': 777142, 'Downlink Data': 401136, 'Avg. data rate': 301, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 16, 46, 15, 308021), 'First Detected At': datetime.datetime(2024, 1, 27, 21, 36, 41, 850930), 'Location': 'Emilybury', 'Sticky': False, 'Tag': 'first'}
{'Device Status': 'Connected', 'Name': 'Krista Dean', 'User Name': 'rachelarias', 'MAC Address': '17:93:f5:a7:49:2f', 'IP Address': '7.234.145.244', 'OS': 'Android', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -92, 'Best RSSI (dBm)': -83, 'Uplink Data': 257265, 'Downlink Data': 578405, 'Avg. data rate': 684, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 0, 9, 43, 421407), 'First Detected At': datetime.datetime(2024, 1, 1, 4, 8, 4, 764793), 'Location': 'Morganshire', 'Sticky': True, 'Tag': 'skin'}
{'Device Status': 'Connected', 'Name': 'Michael Oliver', 'User Name': 'suzannegoodwin', 'MAC Address': '60:0e:60:08:2d:dd', 'IP Address': '92.128.88.112', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -70, 'Best RSSI (dBm)': -94, 'Uplink Data': 801467, 'Downlink Data': 12631, 'Avg. data rate': 53, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 8, 33, 49, 263736), 'First Detected At': datetime.datetime(2024, 1, 15, 12, 32, 48, 232563), 'Location': 'New Jeanette', 'Sticky': True, 'Tag': 'teach'}
{'Device Status': 'Failed', 'Name': 'Diana Cox', 'User Name': 'pvaughn', 'MAC Address': '2d:58:9a:4c:17:28', 'IP Address': '195.143.77.189', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -64, 'Best RSSI (dBm)': -70, 'Uplink Data': 317559, 'Downlink Data': 922645, 'Avg. data rate': 88, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 2, 56, 45, 827317), 'First Detected At': datetime.datetime(2024, 1, 6, 9, 9, 18, 747977), 'Location': 'Port Logan', 'Sticky': True, 'Tag': 'kitchen'}
{'Device Status': 'Connected', 'Name': 'Caitlin Alvarez', 'User Name': 'davidreese', 'MAC Address': 'cc:7a:cb:a8:36:9d', 'IP Address': '34.115.147.4', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -82, 'Best RSSI (dBm)': -87, 'Uplink Data': 40149, 'Downlink Data': 116154, 'Avg. data rate': 924, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 10, 28, 59, 134678), 'First Detected At': datetime.datetime(2024, 1, 16, 21, 43, 45, 676468), 'Location': 'Lancemouth', 'Sticky': False, 'Tag': 'most'}
{'Device Status': 'Connected', 'Name': 'Julie Smith', 'User Name': 'joshuacurry', 'MAC Address': '1d:98:51:71:4a:07', 'IP Address': '154.233.76.41', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -53, 'Best RSSI (dBm)': -72, 'Uplink Data': 473463, 'Downlink Data': 39931, 'Avg. data rate': 630, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 1, 45, 56, 106480), 'First Detected At': datetime.datetime(2024, 1, 8, 6, 52, 50, 984480), 'Location': 'Williamstown', 'Sticky': False, 'Tag': 'rather'}
{'Device Status': 'Failed', 'Name': 'David Douglas', 'User Name': 'sandragonzalez', 'MAC Address': 'f1:9e:cf:ff:f8:d2', 'IP Address': '79.50.137.247', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -60, 'Uplink Data': 854773, 'Downlink Data': 194090, 'Avg. data rate': 754, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 9, 48, 34, 166772), 'First Detected At': datetime.datetime(2024, 1, 30, 2, 38, 30, 604820), 'Location': 'Port Thomas', 'Sticky': True, 'Tag': 'lead'}
{'Device Status': 'Failed', 'Name': 'Phillip Terry', 'User Name': 'xestrada', 'MAC Address': '49:82:34:9a:27:b7', 'IP Address': '33.154.220.136', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -39, 'Best RSSI (dBm)': -51, 'Uplink Data': 413756, 'Downlink Data': 341599, 'Avg. data rate': 611, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 20, 54, 35, 485396), 'First Detected At': datetime.datetime(2024, 1, 21, 12, 47, 27, 524746), 'Location': 'Padillaberg', 'Sticky': False, 'Tag': 'ahead'}
{'Device Status': 'Connected', 'Name': 'Karen Cole', 'User Name': 'angierangel', 'MAC Address': 'd5:7f:f8:56:88:05', 'IP Address': '182.165.86.21', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -94, 'Best RSSI (dBm)': -44, 'Uplink Data': 563943, 'Downlink Data': 30366, 'Avg. data rate': 172, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 11, 59, 4, 203457), 'First Detected At': datetime.datetime(2024, 1, 6, 6, 32, 31, 838180), 'Location': 'Michaelmouth', 'Sticky': True, 'Tag': 'know'}
{'Device Status': 'Connected', 'Name': 'Joshua Lane', 'User Name': 'ychen', 'MAC Address': '0f:2b:1a:32:3e:de', 'IP Address': '216.187.208.64', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -98, 'Best RSSI (dBm)': -85, 'Uplink Data': 541107, 'Downlink Data': 830731, 'Avg. data rate': 142, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 23, 14, 9, 658071), 'First Detected At': datetime.datetime(2024, 1, 11, 19, 32, 27, 349401), 'Location': 'West Nicholas', 'Sticky': False, 'Tag': 'draw'}
{'Device Status': 'Failed', 'Name': 'Lisa Hernandez', 'User Name': 'patricia05', 'MAC Address': '46:d1:a6:2b:85:1e', 'IP Address': '203.230.141.63', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -87, 'Best RSSI (dBm)': -93, 'Uplink Data': 960314, 'Downlink Data': 825169, 'Avg. data rate': 126, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 6, 6, 28, 605412), 'First Detected At': datetime.datetime(2024, 1, 26, 15, 13, 19, 587841), 'Location': 'Alexanderport', 'Sticky': False, 'Tag': 'foot'}
{'Device Status': 'Connected', 'Name': 'Valerie Brewer', 'User Name': 'rduncan', 'MAC Address': '5c:0d:75:8c:41:e7', 'IP Address': '17.42.60.163', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -64, 'Best RSSI (dBm)': -35, 'Uplink Data': 404911, 'Downlink Data': 361974, 'Avg. data rate': 2, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 13, 31, 18, 191779), 'First Detected At': datetime.datetime(2024, 1, 1, 4, 8, 11, 805750), 'Location': 'Gonzaleztown', 'Sticky': False, 'Tag': 'employee'}
{'Device Status': 'Connected', 'Name': 'Edward Johnson', 'User Name': 'jessica77', 'MAC Address': 'a2:32:2a:27:dc:92', 'IP Address': '44.211.83.109', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -34, 'Best RSSI (dBm)': -39, 'Uplink Data': 682953, 'Downlink Data': 859725, 'Avg. data rate': 536, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 8, 30, 2, 623155), 'First Detected At': datetime.datetime(2024, 2, 3, 5, 3, 36, 192680), 'Location': 'Jessicamouth', 'Sticky': True, 'Tag': 'teacher'}
{'Device Status': 'Connected', 'Name': 'Tiffany Hernandez', 'User Name': 'stricklandandrea', 'MAC Address': 'f9:10:c3:20:b1:24', 'IP Address': '113.53.157.137', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -78, 'Best RSSI (dBm)': -65, 'Uplink Data': 883770, 'Downlink Data': 115120, 'Avg. data rate': 978, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 18, 34, 16, 41151), 'First Detected At': datetime.datetime(2024, 1, 6, 6, 33, 17, 992136), 'Location': 'North Reneeville', 'Sticky': True, 'Tag': 'edge'}
